WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Pontes E Lacerda,BR,-15.2261,-59.3353,74.3,35,93,3.04,overcast clouds
349,Coroico,BO,-16.1889,-67.7271,61.65,93,95,0.69,overcast clouds
350,Andros Town,BS,24.7,-77.7667,80.56,70,3,13.22,clear sky
351,Cangzhou,CN,38.3167,116.8667,91.36,60,85,11.16,overcast clouds
352,Zhigalovo,RU,54.8097,105.1578,61.5,66,80,3.47,broken clouds
353,Cheney,US,47.4874,-117.5758,90.25,22,0,18.1,clear sky
354,Ilhabela,BR,-23.7781,-45.3581,68.22,87,41,7.9,scattered clouds
355,Mar Del Plata,AR,-38.0023,-57.5575,48.22,84,100,8.05,overcast clouds
356,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,93,38,5.14,scattered clouds
357,Buenos Aires,AR,-34.6132,-58.3772,55.13,85,75,9.22,broken clouds
358,Hamilton,US,39.1834,-84.5333,83.23,78,9,4.74,clear sky
359,Kashi,CN,39.4547,75.9797,67.21,68,20,6.71,few clouds
360,Verkhovazhye,RU,60.7472,42.0465,57.36,86,36,0.87,scattered clouds
361,Takoradi,GH,4.8845,-1.7554,72.27,81,50,9.33,scattered clouds
362,Fukue,JP,32.6881,128.8419,86.36,84,40,8.05,scattered clouds
363,Camocim,BR,-2.9022,-40.8411,77.43,76,48,12.91,scattered clouds
364,Axim,GH,4.8699,-2.2405,72.61,78,48,8.84,scattered clouds
365,Cabo San Lucas,MX,22.8909,-109.9124,89.62,68,5,11.99,clear sky
366,Thinadhoo,MV,0.5333,72.9333,80.78,75,100,15.61,heavy intensity rain
367,Dalbandin,PK,28.8947,64.4101,86.38,18,4,4.18,clear sky
368,Teya,RU,60.3778,92.6267,50.14,98,100,3.56,overcast clouds
369,Tay Ninh,VN,11.3,106.1,81.82,78,99,4.88,overcast clouds
370,Diamantino,BR,-14.4086,-56.4461,74.01,33,4,5.41,clear sky
371,Zhangye,CN,38.9342,100.4517,82.87,41,40,2.82,scattered clouds
372,Sorland,NO,67.667,12.6934,55.26,90,87,19.73,overcast clouds
373,Les Escoumins,CA,48.1111,-69.0236,58.35,54,90,13.09,overcast clouds
374,Ende,ID,-8.8432,121.6623,82.08,61,100,5.08,overcast clouds
375,Tuensang,IN,26.2833,94.8333,75.61,94,100,1.03,overcast clouds
376,Jiaohe,CN,43.7286,127.3447,81.05,78,10,2.55,clear sky
377,Razam,IN,18.4667,83.6667,78.53,86,100,5.08,overcast clouds
378,Coquimbo,CL,-29.9533,-71.3436,53.33,87,0,2.3,clear sky
379,Carupano,VE,10.6678,-63.2585,75.97,91,100,10.16,overcast clouds
380,Quedlinburg,DE,51.7833,11.15,73.15,55,23,2.93,few clouds
381,Quelimane,MZ,-17.8786,36.8883,67.95,88,75,2.3,broken clouds
382,Broome,US,42.2506,-75.833,73.47,74,7,4.21,clear sky
383,Asansol,IN,23.6833,86.9833,83.03,77,100,4.34,overcast clouds
384,Berlevag,NO,70.8578,29.0864,57.0,81,100,9.64,overcast clouds
385,Chaihe,CN,44.7667,129.7,81.37,62,3,3.62,clear sky
386,Zheleznogorsk,RU,52.331,35.3711,60.03,89,91,9.06,overcast clouds
387,Progreso,MX,21.2833,-89.6667,83.1,84,6,14.58,clear sky
388,Mount Isa,AU,-20.7333,139.5,87.57,35,0,20.71,clear sky
389,Pastavy,BY,55.1168,26.8326,54.77,80,5,1.88,clear sky
390,Charleston,US,32.7766,-79.9309,85.01,88,0,4.61,clear sky
391,Ghanzi,BW,-21.5667,21.7833,52.95,21,0,5.57,clear sky
392,Senneterre,CA,48.3835,-77.2328,66.04,95,100,10.96,overcast clouds
393,Sarbogard,HU,46.8869,18.6204,67.8,51,4,7.49,clear sky
394,Moindou,NC,-21.6924,165.677,76.59,77,70,8.16,broken clouds
395,Quatre Cocos,MU,-20.2078,57.7625,68.11,65,100,13.11,overcast clouds
396,Nome,US,64.5011,-165.4064,60.17,88,100,12.66,overcast clouds
397,Necochea,AR,-38.5473,-58.7368,45.01,93,4,5.08,clear sky
398,Porto Belo,BR,-27.1578,-48.5531,68.25,95,17,7.0,few clouds
399,Tabuk,PH,17.4189,121.4443,80.85,80,100,4.03,overcast clouds
400,Lahij,YE,13.1667,44.5833,84.52,54,90,0.6,overcast clouds
401,Gilgit,PK,35.9221,74.3087,78.66,53,48,1.86,scattered clouds
402,Belmonte,BR,-15.8631,-38.8828,69.57,74,2,5.08,clear sky
403,Namatanai,PG,-3.6667,152.4333,83.91,71,100,11.1,light rain
404,Suluq,LY,31.6682,20.2521,77.52,51,0,7.02,clear sky
405,Issoire,FR,45.55,3.25,74.46,45,0,4.83,clear sky
406,Pangoa,PE,-12.1167,-73.0,68.76,98,100,2.06,overcast clouds
407,Tarakan,ID,3.3,117.6333,83.7,79,40,6.91,scattered clouds
408,Korla,CN,41.7597,86.1469,87.08,24,8,3.94,clear sky
409,Altay,CN,47.8667,88.1167,72.81,38,100,6.31,overcast clouds
410,Cortez,US,37.3489,-108.5859,86.76,27,75,8.05,broken clouds
411,Egvekinot,RU,66.3167,-179.1667,54.09,65,65,7.36,broken clouds
412,Tila,MX,17.4,-92.4833,76.75,69,33,3.98,scattered clouds
413,Islahiye,TR,37.025,36.6306,73.94,90,20,4.85,few clouds
414,Batemans Bay,AU,-35.7167,150.1833,66.99,67,100,11.54,moderate rain
415,Altamirano,MX,16.8833,-92.15,57.22,84,0,2.48,clear sky
416,Malanje,AO,-9.5402,16.341,64.47,60,11,3.38,few clouds
417,Hornepayne,CA,49.2138,-84.7705,54.63,96,61,5.75,broken clouds
418,Semporna,MY,4.4818,118.6112,84.81,69,82,6.02,broken clouds
419,Deputatskiy,RU,69.3,139.9,44.89,67,98,3.22,overcast clouds
420,San Cristobal,VE,7.7669,-72.225,69.98,93,84,1.43,broken clouds
421,Prince Rupert,CA,54.3161,-130.3201,60.89,76,0,6.91,clear sky
422,Huilong,CN,31.8111,121.655,91.92,68,5,15.43,clear sky
423,Novobirilyussy,RU,56.9514,90.6661,53.29,96,98,5.95,light rain
424,Yantal,RU,56.8471,105.2542,60.64,53,73,4.94,broken clouds
425,Port Lincoln,AU,-34.7333,135.8667,56.86,75,38,33.64,scattered clouds
426,Sivaki,RU,52.6333,126.75,82.92,49,92,11.03,overcast clouds
427,Yulara,AU,-25.2406,130.9889,67.93,34,0,16.49,clear sky
428,Kigonsera,TZ,-10.8,35.05,58.46,67,88,5.88,overcast clouds
429,Mangan,IN,27.5167,88.5333,78.51,92,100,2.15,overcast clouds
430,Bagdarin,RU,54.4333,113.6,67.82,57,100,6.55,overcast clouds
431,Kalmar,SE,56.6616,16.3616,64.96,90,6,5.75,clear sky
432,Scottsboro,US,34.6723,-86.0341,78.78,100,100,4.61,overcast clouds
433,Pangkalanbuun,ID,-2.6833,111.6167,82.06,79,92,4.5,light rain
434,Dangriga,BZ,16.9692,-88.2321,80.65,83,4,6.69,clear sky
435,Marawi,PH,7.9986,124.2928,78.19,73,84,1.25,broken clouds
436,Vila Velha,BR,-20.3297,-40.2925,71.55,92,75,3.44,broken clouds
437,Maumere,ID,-8.6199,122.2111,81.54,61,98,5.97,overcast clouds
438,San Patricio,US,28.017,-97.5169,86.18,73,1,18.7,clear sky
439,Hervey Bay,AU,-25.2986,152.8535,67.64,76,0,8.61,clear sky
440,Brest,BY,52.1,23.7,59.05,80,0,3.04,clear sky
441,Tiarei,PF,-17.5333,-149.3333,84.22,79,20,27.13,light rain
442,Mehamn,NO,71.0357,27.8492,56.41,78,100,10.0,overcast clouds
443,Cuiluan,CN,47.72,128.648,86.63,52,47,0.98,scattered clouds
444,Hammerfest,NO,70.6634,23.6821,61.25,72,20,5.75,few clouds
445,San Ramon,US,37.7799,-121.978,93.65,58,0,7.0,clear sky
446,Arlit,NE,18.7369,7.3853,91.99,36,95,10.67,overcast clouds
447,Ewa Beach,US,21.3156,-158.0072,85.37,58,0,14.97,clear sky
448,Aksarka,RU,66.5606,67.7975,65.53,52,78,8.88,broken clouds
449,Malinovoye Ozero,RU,51.6753,79.7825,64.36,50,17,8.81,few clouds
450,College,US,64.8569,-147.8028,75.99,46,26,3.0,scattered clouds
451,Tsiroanomandidy,MG,-18.7667,46.0333,57.16,83,5,2.57,clear sky
452,Sept-Iles,CA,50.2001,-66.3821,64.4,69,75,5.75,broken clouds
453,Biak,ID,-0.9131,122.8766,81.09,71,14,7.78,few clouds
454,Severnoye,RU,56.3491,78.3619,58.64,64,0,6.78,clear sky
455,Turka,UA,49.1541,23.0297,60.15,85,0,1.03,clear sky
456,Caloundra,AU,-26.8,153.1333,71.11,76,17,10.0,few clouds
457,Golden,US,39.7555,-105.2211,80.22,49,44,10.0,scattered clouds
458,Usinsk,RU,65.9939,57.5281,63.82,76,67,6.53,broken clouds
459,Parambu,BR,-6.2111,-40.6944,70.39,80,57,6.8,broken clouds
460,Itarema,BR,-2.9248,-39.9167,75.38,85,8,10.11,clear sky
461,Flin Flon,CA,54.7682,-101.865,57.38,59,91,4.32,overcast clouds
462,Goderich,CA,43.7501,-81.7165,69.91,96,100,26.55,heavy intensity rain
463,Huarmey,PE,-10.0681,-78.1522,62.83,85,19,11.63,few clouds
464,Svetlaya,RU,46.5389,138.3297,69.17,88,100,3.69,overcast clouds
465,Saint-Augustin,CA,51.226,-58.6502,58.33,85,67,12.68,broken clouds
466,Kalmunai,LK,7.4167,81.8167,78.64,76,100,8.32,overcast clouds
467,Bonavista,CA,48.6499,-53.1147,61.65,97,17,5.91,few clouds
468,Lermontovka,RU,47.1453,134.3383,83.8,64,78,3.22,broken clouds
469,Izhma,RU,65.0083,53.9113,62.6,80,83,5.68,broken clouds
470,Elmina,GH,5.0898,-1.348,72.0,85,11,9.46,few clouds
471,Westport,US,41.1415,-73.3579,78.1,85,0,3.0,clear sky
472,Palmer,US,42.1584,-72.3287,73.78,76,0,4.05,clear sky
473,Karratha,AU,-20.7377,116.8463,69.94,46,2,13.58,clear sky
474,Asuncion,PY,-25.3007,-57.6359,80.04,47,97,8.05,overcast clouds
475,Robertsport,LR,6.7533,-11.3686,76.15,86,100,9.95,moderate rain
476,Port Keats,AU,-14.25,129.55,84.31,51,11,7.05,few clouds
477,Boke,GN,10.9409,-14.2967,73.83,97,100,2.62,moderate rain
478,Lisakovsk,KZ,52.5369,62.4936,60.84,69,53,10.38,broken clouds
479,Vallenar,CL,-28.5708,-70.7581,53.33,73,1,1.86,clear sky
480,Buala,SB,-8.145,159.5921,84.29,70,25,9.01,light rain
481,Havre-Saint-Pierre,CA,50.2334,-63.5986,58.14,77,90,7.99,overcast clouds
482,Tiznit,MA,29.5833,-9.5,83.55,30,98,0.51,overcast clouds
483,Taksimo,RU,56.3444,114.8794,70.14,52,100,4.97,overcast clouds
484,Mastic Beach,US,40.7668,-72.8521,77.29,88,1,7.0,clear sky
485,Port Moresby,PG,-9.4431,147.1797,84.11,67,13,4.76,few clouds
486,Boa Vista,BR,2.8197,-60.6733,76.98,83,75,3.44,heavy intensity rain
487,Guerrero Negro,MX,27.9769,-114.0611,72.39,77,6,17.94,clear sky
488,Muros,ES,42.7762,-9.0603,68.09,77,93,9.71,overcast clouds
489,Aklavik,CA,68.2191,-135.0107,68.74,48,98,3.56,overcast clouds
490,Biloela,AU,-24.4167,150.5,75.15,50,5,13.56,clear sky
491,Zeya,RU,53.75,127.2667,76.84,60,84,7.0,broken clouds
492,Conde,BR,-7.2597,-34.9075,73.31,88,49,5.64,scattered clouds
493,Port Hawkesbury,CA,45.6169,-61.3485,68.04,95,28,2.26,scattered clouds
494,Avallon,FR,47.4833,3.9,69.82,48,11,3.15,few clouds
495,Erzin,TR,36.9559,36.2,77.02,90,53,1.59,broken clouds
496,Tura,IN,25.5198,90.2201,75.33,94,100,0.76,overcast clouds
497,Luderitz,NA,-26.6481,15.1594,53.02,93,0,10.74,clear sky
498,Verkhnevilyuysk,RU,63.4453,120.3167,58.26,60,99,8.63,overcast clouds
499,Terrace Bay,CA,48.7834,-87.1,55.8,84,17,6.06,few clouds
500,Adamas,GR,36.7333,24.4333,76.96,71,0,25.34,clear sky
501,Vostok,RU,46.4856,135.8833,78.53,56,98,3.36,overcast clouds
502,Kingaroy,AU,-26.5333,151.8333,69.6,54,1,10.54,clear sky
503,Ahipara,NZ,-35.1667,173.1667,63.82,70,11,3.0,few clouds
504,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,80.4,48,78,3.87,broken clouds
505,Gamba,GA,-2.65,10.0,70.27,85,95,6.96,overcast clouds
506,Ciudad Bolivar,VE,8.1222,-63.5497,76.86,89,100,10.65,overcast clouds
507,Batangafo,CF,7.3008,18.2833,68.11,98,73,0.76,light rain
508,Beira,MZ,-19.8436,34.8389,60.89,100,0,2.3,clear sky
509,Bacabal,BR,-4.2917,-44.7917,74.7,75,27,3.85,scattered clouds
510,Banff,CA,51.1762,-115.5698,76.23,30,52,8.05,broken clouds
511,Tevaitoa,PF,-16.7833,-151.5,78.3,77,16,24.09,light rain
512,Vestmannaeyjar,IS,63.4427,-20.2734,47.41,75,16,21.14,few clouds
513,Vilyuysk,RU,63.7553,121.6247,62.2,50,81,9.17,broken clouds
514,Soldotna,US,60.4878,-151.0583,70.95,76,100,5.91,overcast clouds
515,Griffith,US,41.5284,-87.4237,75.06,88,40,14.97,scattered clouds
516,Port Hedland,AU,-20.3167,118.5667,73.45,46,5,12.66,clear sky
517,Los Aquijes,PE,-14.0967,-75.6908,62.71,68,0,1.86,clear sky
518,Puerto Escondido,MX,15.85,-97.0667,81.41,81,42,2.68,scattered clouds
519,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,46,0,11.5,clear sky
520,Dabola,GN,10.75,-11.1167,69.42,98,93,3.29,light rain
521,Tshikapa,CD,-6.4167,20.8,74.68,57,44,2.04,scattered clouds
522,Kloulklubed,PW,7.0419,134.2556,82.9,89,100,20.47,overcast clouds
523,Nogales,MX,31.3086,-110.9422,85.71,62,49,7.9,scattered clouds
524,Montlucon,FR,46.3333,2.6,70.25,46,53,5.93,broken clouds
525,Bondoukou,CI,8.0333,-2.8,67.26,98,74,5.19,broken clouds
526,Nishihara,JP,26.1842,127.7558,86.68,79,40,10.36,scattered clouds
527,Mayya,RU,61.7333,130.2811,70.92,90,99,4.07,overcast clouds
528,Kushiro,JP,42.975,144.3747,63.55,88,75,4.61,broken clouds
529,Chapais,CA,49.7834,-74.8492,60.58,90,99,9.62,light rain
530,Dubrovka,RU,53.6907,33.5071,61.43,94,86,7.45,overcast clouds
531,Pandamatenga,BW,-18.5278,25.627,57.42,63,0,5.97,clear sky
532,Emerald,AU,-23.5333,148.1667,75.67,50,0,13.96,clear sky
533,East Hartford,US,41.7823,-72.612,76.05,77,1,4.32,clear sky
534,Palauig,PH,15.435,119.9045,84.85,71,100,2.82,overcast clouds
535,Ayagoz,KZ,47.9714,80.4392,65.89,57,96,13.96,overcast clouds
536,Grindavik,IS,63.8424,-22.4338,45.07,81,40,12.66,scattered clouds
537,Seaside,US,36.6111,-121.8516,75.83,84,33,5.01,scattered clouds
538,Mainpuri,IN,27.2333,79.0167,86.77,64,100,5.66,overcast clouds
539,Koungou,YT,-12.7336,45.2042,74.91,78,20,12.66,few clouds
540,Sakaraha,MG,-22.9,44.5333,62.47,61,10,2.37,clear sky
541,Kailua,US,21.4022,-157.7394,83.14,72,0,3.0,clear sky
542,Kamaishi,JP,39.2667,141.8833,70.47,83,100,6.35,overcast clouds
543,Labuhan,ID,-6.8844,112.2051,81.9,70,47,3.04,scattered clouds
544,Harper,LR,4.375,-7.7169,74.25,82,100,9.4,overcast clouds
545,Porto Novo,BJ,6.4965,2.6036,72.48,85,80,7.09,broken clouds
546,Manakara,MG,-22.1333,48.0167,66.99,83,100,3.71,overcast clouds
547,Yokadouma,CM,3.5167,15.05,69.19,91,86,0.78,overcast clouds
548,Mirandela,PT,41.4874,-7.187,72.81,66,2,3.74,clear sky
549,Mogok,MM,22.9167,96.5,71.65,90,68,2.64,broken clouds
550,Alacranes,CU,22.7675,-81.5675,76.55,78,99,7.67,overcast clouds
551,Lircay,PE,-12.9896,-74.7205,47.16,86,8,4.09,clear sky
552,Omboue,GA,-1.5746,9.2618,71.37,86,94,7.85,overcast clouds
553,Richards Bay,ZA,-28.783,32.0377,63.72,76,13,13.89,few clouds
554,Borgosesia,IT,45.7145,8.2799,76.41,68,5,4.79,clear sky
555,Lipin Bor,RU,60.2622,37.9763,58.95,84,69,2.95,broken clouds
556,Satkhira,BD,22.7167,89.1,83.12,80,100,6.98,overcast clouds
557,Nakamura,JP,32.9833,132.9333,92.59,50,95,5.03,overcast clouds
558,Tokonou,GN,9.65,-9.7833,68.05,97,100,5.93,overcast clouds
559,Cockburn Town,TC,21.4612,-71.1419,82.08,74,7,19.44,clear sky
560,Brigantine,US,39.4101,-74.3646,80.01,83,0,8.3,clear sky
561,El Sauzal,MX,31.9,-116.6833,71.42,82,76,6.55,broken clouds
562,Boo,SE,59.3333,18.2833,67.17,88,20,3.44,few clouds
563,Balabac,PH,7.9868,117.0645,85.53,67,100,5.79,light rain
564,Warwick,US,41.7001,-71.4162,75.49,80,1,1.99,clear sky
565,Perelyub,RU,51.8667,50.3667,69.19,62,47,7.29,scattered clouds
566,Dunedin,NZ,-45.8742,170.5036,57.79,60,100,3.0,overcast clouds
567,Dakar,SN,14.6937,-17.4441,77.88,86,94,6.69,overcast clouds
568,Mahon,ES,39.8885,4.2658,77.56,78,0,5.75,clear sky
569,Sattahip,TH,12.6664,100.9007,86.99,74,40,6.91,scattered clouds
570,Itaituba,BR,-4.2761,-55.9836,76.77,69,74,1.43,broken clouds
571,Lima,PE,-12.0432,-77.0282,59.9,84,48,10.16,scattered clouds
572,Batticaloa,LK,7.7102,81.6924,79.66,73,96,5.06,overcast clouds
573,Taman,RU,45.2117,36.7161,74.93,72,0,5.03,clear sky
574,Margate,GB,51.3813,1.3862,65.7,91,2,1.99,clear sky
575,Port Hardy,CA,50.6996,-127.4199,57.67,85,96,3.89,light rain
576,Kodinsk,RU,58.6881,99.1844,58.1,73,90,7.54,light rain
577,San Juan,AR,-31.5375,-68.5364,51.93,46,0,2.21,clear sky
578,Moron,AR,-34.6534,-58.6198,55.0,85,100,6.55,overcast clouds
579,Kopong,BW,-24.4833,25.8833,57.72,70,56,5.46,broken clouds
580,San Quintin,MX,30.4833,-115.95,71.15,81,84,13.91,broken clouds
581,Karagaylinskiy,RU,54.172,86.5521,57.34,68,26,3.96,scattered clouds
582,Lieksa,FI,63.3167,30.0167,57.04,90,57,11.99,broken clouds
583,Doha,QA,25.2867,51.5333,94.98,55,0,3.44,clear sky
584,Guangyuan,CN,32.442,105.823,81.07,84,63,0.63,broken clouds
585,Boguchany,RU,58.3814,97.4531,54.45,86,100,8.23,overcast clouds
586,Caldwell,US,43.6629,-116.6874,98.53,27,19,6.91,haze
587,Cordoba,AR,-31.4135,-64.1811,58.75,60,0,8.05,clear sky
588,Coahuayana,MX,18.7333,-103.6833,80.1,85,87,1.72,overcast clouds
589,Santa Marta,CO,11.2408,-74.199,78.91,78,100,10.71,overcast clouds
590,Hauterive,FR,46.0901,3.4459,75.96,46,1,4.7,clear sky
591,Zhicheng,CN,30.2956,111.5047,89.91,66,0,2.39,clear sky
592,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,83,20,18.41,few clouds
593,Piedras Negras,MX,28.7,-100.5167,99.27,27,0,15.5,clear sky
594,Nicoya,CR,10.1483,-85.452,72.09,87,100,1.23,overcast clouds
595,Cruz,BR,-2.9178,-40.1717,74.7,86,25,9.66,scattered clouds
596,Sterling,US,39.0062,-77.4286,82.53,76,0,5.99,clear sky
597,Surt,LY,31.2089,16.5887,79.32,67,0,11.25,clear sky
598,Kysyl-Syr,RU,63.8986,122.7617,64.8,46,15,8.95,few clouds
599,Honiara,SB,-9.4333,159.95,86.0,68,31,8.34,scattered clouds
600,Kilgore,US,32.3863,-94.8758,95.18,43,0,6.91,clear sky
601,Zlobin,HR,45.2924,14.6541,70.9,44,0,6.91,clear sky
602,Tapes,BR,-30.6733,-51.3958,60.62,97,100,4.56,light rain
603,Lujan,AR,-34.5703,-59.105,55.02,92,100,3.0,overcast clouds
604,Karaton,ID,-6.3424,106.1045,81.54,74,95,0.63,overcast clouds
605,Mendoza,AR,-32.8908,-68.8272,45.93,76,0,2.3,clear sky
606,Remontnoye,RU,46.5614,43.6501,75.69,38,1,5.48,clear sky
607,Vuktyl,RU,63.8567,57.3094,62.69,69,94,6.55,overcast clouds
608,Tongliao,CN,43.6125,122.2653,87.87,67,79,10.71,broken clouds
609,Dumas,US,35.8656,-101.9732,84.61,57,0,3.44,clear sky
610,Khromtau,KZ,50.2503,58.4347,62.01,66,29,13.33,scattered clouds
611,Ishigaki,JP,24.3448,124.1572,85.62,71,52,12.33,broken clouds
612,Khandyga,RU,62.6667,135.6,71.8,70,99,2.53,overcast clouds
613,Maniitsoq,GL,65.4167,-52.9,47.12,92,100,10.58,light rain
614,Almaznyy,RU,48.0448,40.045,66.85,77,2,3.91,clear sky
615,Artigas,UY,-30.4,-56.4667,60.94,98,100,4.99,moderate rain
616,Kanye,BW,-24.9667,25.3327,51.89,78,2,9.17,clear sky
617,Paringao,PH,16.5717,120.3242,84.33,72,100,2.42,overcast clouds
618,Key West,US,24.5557,-81.7826,84.0,66,9,9.48,clear sky
619,Korgen,NO,66.0771,13.8153,55.18,90,100,4.47,light rain
620,Zavoronezhskoye,RU,52.8801,40.5526,64.83,74,75,7.72,broken clouds
621,Manaus,BR,-3.1019,-60.025,82.89,74,0,5.75,clear sky
622,Stykkisholmur,IS,65.0757,-22.7297,44.15,80,44,9.4,scattered clouds
623,Sfantu Gheorghe,RO,45.8667,25.7833,60.26,78,4,2.26,clear sky
624,Zhanaozen,KZ,43.3,52.8,77.81,30,16,10.33,few clouds
625,Cervo,ES,43.6702,-7.4101,66.96,93,100,6.89,overcast clouds
626,Koumac,NC,-20.5667,164.2833,76.75,79,61,8.46,broken clouds
627,Poum,NC,-20.2333,164.0167,75.02,83,17,6.64,few clouds
628,Bima,ID,-8.4667,118.7167,86.99,49,82,5.53,broken clouds
629,Kattivakkam,IN,13.2167,80.3167,82.49,86,100,4.68,light rain
630,Luwuk,ID,-0.9516,122.7875,83.66,70,10,7.2,clear sky
631,Chiredzi,ZW,-21.05,31.6667,57.79,83,0,2.04,clear sky
632,Makakilo City,US,21.3469,-158.0858,81.68,62,42,11.41,light rain
633,Raahe,FI,64.6833,24.4833,60.89,95,100,17.52,light rain
634,Taoudenni,ML,22.6783,-3.9836,89.92,41,7,19.6,clear sky
635,Tevriz,RU,57.509,72.4042,62.11,67,57,3.65,broken clouds
636,Viedma,AR,-40.8135,-62.9967,44.49,59,6,8.61,clear sky
637,Kondoa,TZ,-4.9,35.7833,54.0,94,7,4.63,clear sky
638,Antalaha,MG,-14.9003,50.2788,66.81,83,32,7.14,scattered clouds
639,Kafue,ZM,-15.7691,28.1814,56.71,76,0,4.97,clear sky
640,Orizona,BR,-17.0314,-48.2958,66.88,48,10,4.47,clear sky
641,Calvinia,ZA,-31.4707,19.776,45.73,97,2,3.91,clear sky
642,Hillsborough,US,37.5741,-122.3794,83.44,85,20,17.27,mist
643,Kaeo,NZ,-35.1,173.7833,65.32,84,25,7.9,scattered clouds
644,Talmenka,RU,53.8183,83.5677,60.39,52,47,3.6,scattered clouds
645,Massaguet,TD,12.4755,15.4365,78.01,71,96,5.5,overcast clouds
646,Kargasok,RU,59.0556,80.8572,59.07,61,7,9.1,clear sky
647,Mahibadhoo,MV,3.7833,72.9667,81.84,77,100,21.09,overcast clouds
648,Hualmay,PE,-11.0964,-77.6139,61.02,85,29,14.27,scattered clouds
649,Konakovo,RU,56.7,36.7667,65.44,78,100,3.94,overcast clouds
650,Port-Gentil,GA,-0.7193,8.7815,73.18,84,100,13.38,light rain
651,Portland,US,45.5234,-122.6762,82.62,51,0,8.01,clear sky
652,Pitkyaranta,RU,61.5734,31.4792,57.33,85,24,5.64,few clouds
653,Rudnogorsk,RU,57.2639,103.7519,54.77,67,100,3.98,overcast clouds
654,Monrovia,LR,6.3005,-10.7969,75.25,88,93,9.1,light rain
655,Bay Roberts,CA,47.5999,-53.2648,69.66,94,9,5.99,clear sky
656,Mamakan,RU,57.8161,114.0028,67.89,63,34,5.41,light rain
657,Zhenlai,CN,45.8495,123.2973,84.88,63,84,8.48,broken clouds
658,Henties Bay,NA,-22.116,14.2845,53.47,95,99,6.31,overcast clouds
659,Ambovombe,MG,-25.1667,46.0833,60.66,84,0,4.5,clear sky
660,Northam,GB,51.0333,-4.2167,61.25,94,100,12.21,overcast clouds
661,Krosno,PL,49.6887,21.7706,57.7,77,0,3.15,clear sky
662,Verdun,FR,49.25,5.3333,73.42,58,54,2.91,broken clouds
663,Nemuro,JP,43.3236,145.575,60.28,89,100,11.61,overcast clouds
664,Pinheiro Machado,BR,-31.5783,-53.3811,56.05,99,100,8.95,moderate rain
665,Ginda,IN,30.6945,78.4932,66.7,94,99,0.16,overcast clouds
666,Burnie,AU,-41.0667,145.9167,57.94,79,39,12.62,scattered clouds
667,Qaqortoq,GL,60.7167,-46.0333,46.9,98,100,21.14,heavy intensity rain
668,Vrangel,RU,42.7297,133.0839,73.6,90,87,4.68,overcast clouds
669,Xichang,CN,27.8964,102.2634,72.61,84,61,2.73,broken clouds
670,Madang,PG,-5.2246,145.7966,88.25,63,86,6.22,overcast clouds
671,La Quinta,US,33.6634,-116.31,106.84,25,0,4.61,clear sky
672,Elko,US,41.0002,-115.5012,89.74,19,94,11.01,overcast clouds
673,Menongue,AO,-14.6585,17.691,57.83,58,27,1.52,scattered clouds
674,Ulenurme,EE,58.3162,26.7252,58.24,77,23,3.44,few clouds
675,Dasoguz,TM,41.8363,59.9666,76.48,41,0,5.7,clear sky
676,Caravelas,BR,-17.7125,-39.2481,68.9,75,95,5.59,overcast clouds
677,Pavlodolskaya,RU,43.7192,44.4781,67.15,88,0,4.16,clear sky
678,Russell,US,32.3502,-85.1999,79.02,60,12,4.59,few clouds
679,Barcelos,PT,41.5388,-8.6151,68.92,93,50,0.47,scattered clouds
680,Colares,PT,38.7992,-9.4469,69.3,75,22,28.99,few clouds
681,Auki,SB,-8.7676,160.7034,85.03,66,12,4.18,few clouds
682,Ondjiva,AO,-17.0667,15.7333,53.2,14,0,5.88,clear sky
683,Urucara,BR,-2.5364,-57.76,74.66,92,100,3.0,overcast clouds
684,Lenoir City,US,35.7973,-84.256,74.44,92,86,2.53,overcast clouds
685,Kormilovka,RU,55.0026,74.1028,62.47,70,0,7.23,clear sky
686,Namibe,AO,-15.1961,12.1522,59.04,85,2,5.55,clear sky
687,Jiazi,CN,22.8779,116.067,78.93,94,100,15.03,overcast clouds
688,Greer,US,34.9387,-82.2271,75.33,85,0,6.91,light rain
689,Jhelum,PK,32.9331,73.7264,86.52,69,0,2.55,clear sky
690,Sibolga,ID,1.7427,98.7792,75.99,81,99,2.89,overcast clouds
691,Touba,CI,8.2833,-7.6833,68.76,97,76,4.41,light rain
692,Chvaletice,CZ,50.0344,15.4185,69.98,63,0,4.61,clear sky
693,Kenner,US,29.9941,-90.2417,82.0,77,100,1.01,overcast clouds
694,Maryville,US,35.7565,-83.9705,74.16,92,100,5.75,thunderstorm
695,Chernenko,RU,44.365,39.3103,64.04,90,0,2.26,clear sky
696,Koslan,RU,63.4564,48.8989,59.95,83,55,4.18,broken clouds
697,Koslan,RU,63.4564,48.8989,59.95,83,55,4.18,broken clouds
